Driver,TeamName,Position,Points,TopSpeedST,PositionsGained,AvgDegradation,AvgConsistency,RaceName,RaceDate,Season
HAD,Racing Bulls,12.0,0.0,315.0,-3.0,0.03364506512937858,0.6367110895351688,Austrian Grand Prix,2025-06-29,2025
GAS,Alpine,13.0,0.0,315.0,4.0,0.0478349348588396,0.57613889497287,Austrian Grand Prix,2025-06-29,2025
STR,Aston Martin,14.0,0.0,316.0,3.0,0.03573640851018909,0.6022170766433922,Austrian Grand Prix,2025-06-29,2025
COL,Alpine,15.0,0.0,307.0,3.0,0.018935002255424726,0.6430255265951312,Austrian Grand Prix,2025-06-29,2025
TSU,Red Bull Racing,16.0,0.0,318.0,3.0,0.08418475743605044,0.7561083003661078,Austrian Grand Prix,2025-06-29,2025
ALB,Williams,17.0,0.0,310.0,5.0,-0.013833333333332833,0.4100756366547226,Austrian Grand Prix,2025-06-29,2025
VER,Red Bull Racing,18.0,0.0,,,,,Austrian Grand Prix,2025-06-29,2025
ANT,Mercedes,19.0,0.0,,,,,Austrian Grand Prix,2025-06-29,2025
SAI,Williams,20.0,0.0,,,,,Austrian Grand Prix,2025-06-29,2025
NOR,McLaren,1.0,25.0,313.0,0.0,0.07345997269455146,0.7922497581962574,British Grand Prix,2025-07-06,2025
PIA,McLaren,2.0,18.0,318.0,0.0,-0.06663577082730072,1.1134673721691783,British Grand Prix,2025-07-06,2025
HUL,Kick Sauber,3.0,15.0,322.0,8.0,-0.24740264622495936,1.3532584907534118,British Grand Prix,2025-07-06,2025
HAM,Ferrari,4.0,12.0,323.0,1.0,0.15756535947712444,1.3472224170873137,British Grand Prix,2025-07-06,2025
VER,Red Bull Racing,5.0,10.0,330.0,0.0,-0.104517534145441,1.003069952345866,British Grand Prix,2025-07-06,2025
GAS,Alpine,6.0,8.0,334.0,3.0,0.34479558823529527,1.1945035872911764,British Grand Prix,2025-07-06,2025
STR,Aston Martin,7.0,6.0,315.0,5.0,-0.0665948383084574,0.9154091138158613,British Grand Prix,2025-07-06,2025
ALB,Williams,8.0,4.0,332.0,4.0,0.2870165505413233,1.8448231365697574,British Grand Prix,2025-07-06,2025
ALO,Aston Martin,9.0,2.0,335.0,1.0,0.30097191697191555,1.1212430110852012,British Grand Prix,2025-07-06,2025
RUS,Mercedes,10.0,1.0,330.0,-10.0,-0.30942624910777994,1.4398936890151686,British Grand Prix,2025-07-06,2025
BEA,Haas F1 Team,11.0,0.0,344.0,0.0,-0.2672272135416669,1.5083146814417856,British Grand Prix,2025-07-06,2025
SAI,Williams,12.0,0.0,324.0,2.0,0.14143427464008873,1.3628892398140227,British Grand Prix,2025-07-06,2025
OCO,Haas F1 Team,13.0,0.0,334.0,1.0,0.0967457152725662,1.5571485869553545,British Grand Prix,2025-07-06,2025
LEC,Ferrari,14.0,0.0,330.0,-9.0,-0.24453385935769623,1.430659454401341,British Grand Prix,2025-07-06,2025
TSU,Red Bull Racing,15.0,0.0,322.0,1.0,0.2568549741602076,1.402792105530432,British Grand Prix,2025-07-06,2025
ANT,Mercedes,16.0,0.0,309.0,2.0,,,British Grand Prix,2025-07-06,2025
HAD,Racing Bulls,17.0,0.0,314.0,-4.0,,,British Grand Prix,2025-07-06,2025
BOR,Kick Sauber,18.0,0.0,267.0,-1.0,,,British Grand Prix,2025-07-06,2025
LAW,Racing Bulls,19.0,0.0,,,,,British Grand Prix,2025-07-06,2025
COL,Alpine,20.0,0.0,,,,,British Grand Prix,2025-07-06,2025
PIA,McLaren,1.0,25.0,316.0,0.0,0.2310538594470043,1.094461837443359,Belgian Grand Prix,2025-07-27,2025
NOR,McLaren,2.0,18.0,317.0,0.0,0.09303000423751262,0.9214094656843608,Belgian Grand Prix,2025-07-27,2025
LEC,Ferrari,3.0,15.0,316.0,0.0,0.28552692972350224,1.1755207259101625,Belgian Grand Prix,2025-07-27,2025
VER,Red Bull Racing,4.0,12.0,316.0,0.0,0.28108680875576053,1.16063375656375,Belgian Grand Prix,2025-07-27,2025
RUS,Mercedes,5.0,10.0,318.0,0.0,0.2908959677419349,1.2020013673889118,Belgian Grand Prix,2025-07-27,2025
ALB,Williams,6.0,8.0,315.0,0.0,0.21109262672811027,0.8956481731004604,Belgian Grand Prix,2025-07-27,2025
HAM,Ferrari,7.0,6.0,315.0,0.0,0.04001289537075771,0.9608496898269004,Belgian Grand Prix,2025-07-27,2025
LAW,Racing Bulls,8.0,4.0,315.0,0.0,0.21038332373271929,1.0659689894713176,Belgian Grand Prix,2025-07-27,2025
BOR,Kick Sauber,9.0,2.0,316.0,0.0,0.1943579781105988,1.2005568743869615,Belgian Grand Prix,2025-07-27,2025
GAS,Alpine,10.0,1.0,319.0,0.0,0.2791029508797655,1.5148267604180816,Belgian Grand Prix,2025-07-27,2025
BEA,Haas F1 Team,11.0,0.0,321.0,0.0,0.05407150007945273,0.9913676833722118,Belgian Grand Prix,2025-07-27,2025
HUL,Kick Sauber,12.0,0.0,321.0,0.0,0.24670454076367387,1.0119248854794862,Belgian Grand Prix,2025-07-27,2025
TSU,Red Bull Racing,13.0,0.0,318.0,0.0,0.18770546771545157,1.0310806375698056,Belgian Grand Prix,2025-07-27,2025
STR,Aston Martin,14.0,0.0,318.0,0.0,0.17412569124423968,0.9875662848699789,Belgian Grand Prix,2025-07-27,2025
OCO,Haas F1 Team,15.0,0.0,319.0,0.0,0.1560375337676782,1.227921048735015,Belgian Grand Prix,2025-07-27,2025
ANT,Mercedes,16.0,0.0,318.0,0.0,0.1463263197586728,1.0290126905234143,Belgian Grand Prix,2025-07-27,2025
ALO,Aston Martin,17.0,0.0,316.0,0.0,0.17328136736681007,1.0129494475954322,Belgian Grand Prix,2025-07-27,2025
SAI,Williams,18.0,0.0,315.0,0.0,0.1509204733175317,0.6572783249062475,Belgian Grand Prix,2025-07-27,2025
COL,Alpine,19.0,0.0,321.0,0.0,0.08860769230769194,0.7945454829634341,Belgian Grand Prix,2025-07-27,2025
HAD,Racing Bulls,20.0,0.0,312.0,0.0,0.17125604492126256,0.6815823454032534,Belgian Grand Prix,2025-07-27,2025
NOR,McLaren,1.0,25.0,307.0,-2.0,-0.01615710485619736,0.4263518344864042,Hungarian Grand Prix,2025-08-03,2025
PIA,McLaren,2.0,18.0,315.0,0.0,-0.004495673486786191,0.42816679562445764,Hungarian Grand Prix,2025-08-03,2025
RUS,Mercedes,3.0,15.0,312.0,1.0,-0.00458432566770163,0.47036266202825283,Hungarian Grand Prix,2025-08-03,2025
LEC,Ferrari,4.0,12.0,305.0,0.0,-0.003538117098018887,0.7579148282508029,Hungarian Grand Prix,2025-08-03,2025
ALO,Aston Martin,5.0,10.0,290.0,1.0,-0.03013134861927092,0.6355073493579368,Hungarian Grand Prix,2025-08-03,2025
BOR,Kick Sauber,6.0,8.0,303.0,1.0,-0.01464765431752728,0.3475319734557804,Hungarian Grand Prix,2025-08-03,2025
STR,Aston Martin,7.0,6.0,309.0,-1.0,-0.021605858479755574,0.4173833602620626,Hungarian Grand Prix,2025-08-03,2025
LAW,Racing Bulls,8.0,4.0,304.0,1.0,-0.016068522038122778,0.35947975319969233,Hungarian Grand Prix,2025-08-03,2025
VER,Red Bull Racing,9.0,2.0,311.0,-1.0,-0.002994622331691186,0.583273848577075,Hungarian Grand Prix,2025-08-03,2025
ANT,Mercedes,10.0,1.0,312.0,2.0,-0.034241228881639676,0.7004207903908235,Hungarian Grand Prix,2025-08-03,2025
HAD,Racing Bulls,11.0,0.0,308.0,-1.0,0.0023091889175025568,0.5737667960923963,Hungarian Grand Prix,2025-08-03,2025
HAM,Ferrari,12.0,0.0,312.0,-2.0,0.016269836356055827,0.7772014522236323,Hungarian Grand Prix,2025-08-03,2025
HUL,Kick Sauber,13.0,0.0,319.0,1.0,-0.08198684431037331,0.7119734961437522,Hungarian Grand Prix,2025-08-03,2025
SAI,Williams,14.0,0.0,316.0,1.0,-0.003481786350903964,0.7417302308168031,Hungarian Grand Prix,2025-08-03,2025
ALB,Williams,15.0,0.0,310.0,3.0,0.005187839656273113,0.7029593150208749,Hungarian Grand Prix,2025-08-03,2025
OCO,Haas F1 Team,16.0,0.0,308.0,2.0,-0.04942109850317404,0.6288016342112777,Hungarian Grand Prix,2025-08-03,2025
TSU,Red Bull Racing,17.0,0.0,312.0,0.0,0.03940268107809047,0.7566706615097044,Hungarian Grand Prix,2025-08-03,2025
COL,Alpine,18.0,0.0,309.0,-4.0,-0.012430527522013629,0.7567218378955681,Hungarian Grand Prix,2025-08-03,2025
GAS,Alpine,19.0,0.0,310.0,-3.0,0.01920815978858241,0.5834196120320427,Hungarian Grand Prix,2025-08-03,2025
BEA,Haas F1 Team,20.0,0.0,308.0,1.0,0.03997656878843482,0.5278685085876496,Hungarian Grand Prix,2025-08-03,2025
PIA,McLaren,1.0,25.0,301.0,0.0,-0.011944530917405388,0.5006988911561979,Dutch Grand Prix,2025-08-31,2025
VER,Red Bull Racing,2.0,18.0,306.0,1.0,-0.02767491444017248,0.48203304821790577,Dutch Grand Prix,2025-08-31,2025
HAD,Racing Bulls,3.0,15.0,311.0,0.0,-0.008506835755696454,0.3333995256386954,Dutch Grand Prix,2025-08-31,2025
RUS,Mercedes,4.0,12.0,327.0,-1.0,-0.00019534871317606708,0.36070703420333866,Dutch Grand Prix,2025-08-31,2025
ALB,Williams,5.0,10.0,327.0,5.0,-0.016731464399153087,0.34184864928644637,Dutch Grand Prix,2025-08-31,2025
BEA,Haas F1 Team,6.0,8.0,330.0,0.0,-0.0554807247982928,0.6875699597876332,Dutch Grand Prix,2025-08-31,2025
STR,Aston Martin,7.0,6.0,337.0,0.0,-0.06635696760953314,0.6124633126964045,Dutch Grand Prix,2025-08-31,2025
ALO,Aston Martin,8.0,4.0,332.0,-3.0,0.011040082584042946,0.685742815234963,Dutch Grand Prix,2025-08-31,2025
TSU,Red Bull Racing,9.0,2.0,321.0,1.0,-0.014623441345625801,0.5012446384427335,Dutch Grand Prix,2025-08-31,2025
OCO,Haas F1 Team,10.0,1.0,335.0,2.0,-0.05124599421402199,0.8170099545006031,Dutch Grand Prix,2025-08-31,2025
COL,Alpine,11.0,0.0,325.0,1.0,-0.39311617415539707,0.981789262147671,Dutch Grand Prix,2025-08-31,2025
LAW,Racing Bulls,12.0,0.0,324.0,0.0,0.06358956214709711,0.628260649527515,Dutch Grand Prix,2025-08-31,2025
SAI,Williams,13.0,0.0,323.0,0.0,-0.2372812406665507,0.6301392275918922,Dutch Grand Prix,2025-08-31,2025
HUL,Kick Sauber,14.0,0.0,330.0,0.0,0.0069888868180200585,0.7612553363357639,Dutch Grand Prix,2025-08-31,2025
BOR,Kick Sauber,15.0,0.0,326.0,-5.0,0.08975594366003183,0.8196348763687196,Dutch Grand Prix,2025-08-31,2025
ANT,Mercedes,16.0,0.0,328.0,-1.0,-0.02183756771302452,0.48242363588498344,Dutch Grand Prix,2025-08-31,2025
GAS,Alpine,17.0,0.0,322.0,0.0,0.008523806701500975,0.5251475184085734,Dutch Grand Prix,2025-08-31,2025
NOR,McLaren,18.0,0.0,315.0,-1.0,-0.05386485658030182,0.46344559235077626,Dutch Grand Prix,2025-08-31,2025
LEC,Ferrari,19.0,0.0,320.0,1.0,0.001982585346086351,0.39204218740240016,Dutch Grand Prix,2025-08-31,2025
HAM,Ferrari,20.0,0.0,313.0,0.0,0.008064935064935464,0.3086402667924494,Dutch Grand Prix,2025-08-31,2025
VER,Red Bull Racing,1.0,25.0,352.0,0.0,-0.026948895331763985,0.47812009684908774,Italian Grand Prix,2025-09-07,2025
NOR,McLaren,2.0,18.0,340.0,0.0,-0.024407363373679318,0.4815039091591111,Italian Grand Prix,2025-09-07,2025
PIA,McLaren,3.0,15.0,353.0,0.0,-0.07581350994639949,0.9132151712992768,Italian Grand Prix,2025-09-07,2025
LEC,Ferrari,4.0,12.0,352.0,0.0,-0.06282663819780657,0.6691180307538052,Italian Grand Prix,2025-09-07,2025
RUS,Mercedes,5.0,10.0,344.0,0.0,-0.05888530490270651,0.6962817885751016,Italian Grand Prix,2025-09-07,2025
HAM,Ferrari,6.0,8.0,363.0,2.0,-0.03962873972873989,0.41238056541122203,Italian Grand Prix,2025-09-07,2025
ALB,Williams,7.0,6.0,364.0,1.0,-0.0491529444239974,0.594614663560409,Italian Grand Prix,2025-09-07,2025
BOR,Kick Sauber,8.0,4.0,356.0,0.0,-0.0479550626663922,0.4367713329657931,Italian Grand Prix,2025-09-07,2025
ANT,Mercedes,9.0,2.0,350.0,-4.0,-0.04981302298457553,0.5562244745647501,Italian Grand Prix,2025-09-07,2025
HAD,Racing Bulls,10.0,1.0,362.0,1.0,-0.05092565387422661,0.4935822812749785,Italian Grand Prix,2025-09-07,2025
SAI,Williams,11.0,0.0,358.0,1.0,-0.03878840530162918,0.4022332857613151,Italian Grand Prix,2025-09-07,2025
BEA,Haas F1 Team,12.0,0.0,360.0,0.0,-0.06333717929649736,0.5283255984566928,Italian Grand Prix,2025-09-07,2025
TSU,Red Bull Racing,13.0,0.0,355.0,0.0,-0.045022684658481055,0.5307775160581131,Italian Grand Prix,2025-09-07,2025
LAW,Racing Bulls,14.0,0.0,344.0,3.0,-0.11590509876509938,0.691300790448262,Italian Grand Prix,2025-09-07,2025
OCO,Haas F1 Team,15.0,0.0,346.0,1.0,-0.04445784251599419,0.6715285503771475,Italian Grand Prix,2025-09-07,2025
GAS,Alpine,16.0,0.0,338.0,1.0,-0.0547153135192507,0.8600827443061161,Italian Grand Prix,2025-09-07,2025
COL,Alpine,17.0,0.0,340.0,0.0,-0.013253618166892009,0.7094493335721614,Italian Grand Prix,2025-09-07,2025
STR,Aston Martin,18.0,0.0,345.0,0.0,-0.04343579705242062,0.6716275063205621,Italian Grand Prix,2025-09-07,2025
ALO,Aston Martin,19.0,0.0,351.0,2.0,-0.13928245614035095,1.243376265662046,Italian Grand Prix,2025-09-07,2025
HUL,Kick Sauber,20.0,0.0,,,,,Italian Grand Prix,2025-09-07,2025
VER,Red Bull Racing,1.0,25.0,323.0,0.0,0.017297792011921026,0.7120184517009425,Azerbaijan Grand Prix,2025-09-21,2025
RUS,Mercedes,2.0,18.0,329.0,0.0,-0.013313065037545264,0.501251534370039,Azerbaijan Grand Prix,2025-09-21,2025
SAI,Williams,3.0,15.0,321.0,0.0,-0.06338418922453844,0.5602756207571395,Azerbaijan Grand Prix,2025-09-21,2025
ANT,Mercedes,4.0,12.0,329.0,0.0,-0.12147689420502344,0.7719625852155235,Azerbaijan Grand Prix,2025-09-21,2025
LAW,Racing Bulls,5.0,10.0,326.0,0.0,-0.10117930792668156,0.6077351138640871,Azerbaijan Grand Prix,2025-09-21,2025
TSU,Red Bull Racing,6.0,8.0,325.0,0.0,-0.05269851103183371,0.7102924093694581,Azerbaijan Grand Prix,2025-09-21,2025
NOR,McLaren,7.0,6.0,333.0,-1.0,-0.045575357329620154,0.49802635555619473,Azerbaijan Grand Prix,2025-09-21,2025
HAM,Ferrari,8.0,4.0,329.0,2.0,0.01135438365067748,0.6479256348538149,Azerbaijan Grand Prix,2025-09-21,2025
LEC,Ferrari,9.0,2.0,327.0,1.0,-0.15028004032258085,0.9941016986178064,Azerbaijan Grand Prix,2025-09-21,2025
HAD,Racing Bulls,10.0,1.0,323.0,1.0,-0.06382491435187003,0.4962567662986749,Azerbaijan Grand Prix,2025-09-21,2025
BOR,Kick Sauber,11.0,0.0,333.0,1.0,-0.0499017209706285,0.711092011014176,Azerbaijan Grand Prix,2025-09-21,2025
BEA,Haas F1 Team,12.0,0.0,333.0,0.0,-0.0378577207174724,0.5746336123206344,Azerbaijan Grand Prix,2025-09-21,2025
ALB,Williams,13.0,0.0,333.0,0.0,-0.11886850984412901,0.7091173886321591,Azerbaijan Grand Prix,2025-09-21,2025
OCO,Haas F1 Team,14.0,0.0,327.0,2.0,-0.06558027785327376,1.0122902484294403,Azerbaijan Grand Prix,2025-09-21,2025
ALO,Aston Martin,15.0,0.0,330.0,0.0,-0.14556809793397565,1.0937662845549498,Azerbaijan Grand Prix,2025-09-21,2025
HUL,Kick Sauber,16.0,0.0,328.0,0.0,-0.035623804718294766,0.5195857282553717,Azerbaijan Grand Prix,2025-09-21,2025
STR,Aston Martin,17.0,0.0,325.0,1.0,-0.0027098441233348695,0.734814941792062,Azerbaijan Grand Prix,2025-09-21,2025
GAS,Alpine,18.0,0.0,331.0,2.0,-0.0058704806759747145,0.7487942363192093,Azerbaijan Grand Prix,2025-09-21,2025
COL,Alpine,19.0,0.0,326.0,2.0,-0.15169389582192017,1.019645902822322,Azerbaijan Grand Prix,2025-09-21,2025
PIA,McLaren,20.0,0.0,,,,,Azerbaijan Grand Prix,2025-09-21,2025
RUS,Mercedes,1.0,25.0,292.0,0.0,-0.005452984810530935,0.5377368936037972,Singapore Grand Prix,2025-10-05,2025
VER,Red Bull Racing,2.0,18.0,295.0,0.0,-0.034763009458946045,0.6113966317421742,Singapore Grand Prix,2025-10-05,2025
NOR,McLaren,3.0,15.0,301.0,2.0,-0.024014585494521633,0.6185627499241224,Singapore Grand Prix,2025-10-05,2025
PIA,McLaren,4.0,12.0,300.0,-1.0,-0.03219934594764666,0.6920799496342647,Singapore Grand Prix,2025-10-05,2025
ANT,Mercedes,5.0,10.0,298.0,-2.0,-0.029626812222083392,0.8150242719683958,Singapore Grand Prix,2025-10-05,2025
LEC,Ferrari,6.0,8.0,300.0,2.0,-0.012995509630680531,0.9979704926930923,Singapore Grand Prix,2025-10-05,2025
ALO,Aston Martin,7.0,6.0,303.0,1.0,-0.07011373430377281,0.9602812570208537,Singapore Grand Prix,2025-10-05,2025
HAM,Ferrari,8.0,4.0,297.0,-1.0,0.10982938361462725,1.0098906573567217,Singapore Grand Prix,2025-10-05,2025
BEA,Haas F1 Team,9.0,2.0,300.0,-1.0,-0.06176354000506415,1.0533882467012263,Singapore Grand Prix,2025-10-05,2025
SAI,Williams,10.0,1.0,300.0,0.0,-0.03095106207190674,0.6349020508164311,Singapore Grand Prix,2025-10-05,2025
HAD,Racing Bulls,11.0,0.0,288.0,0.0,-0.04834266179494399,0.951244101024924,Singapore Grand Prix,2025-10-05,2025
TSU,Red Bull Racing,12.0,0.0,300.0,-3.0,-0.10063236411923412,1.0211165888206384,Singapore Grand Prix,2025-10-05,2025
STR,Aston Martin,13.0,0.0,304.0,1.0,-0.06673694342896137,0.9014945218459337,Singapore Grand Prix,2025-10-05,2025
ALB,Williams,14.0,0.0,304.0,0.0,-0.08451400499485864,1.1687919662968722,Singapore Grand Prix,2025-10-05,2025
LAW,Racing Bulls,15.0,0.0,299.0,0.0,-0.15085422621602312,1.1011690486046382,Singapore Grand Prix,2025-10-05,2025
COL,Alpine,16.0,0.0,300.0,3.0,-0.07138638428873566,1.097395660573199,Singapore Grand Prix,2025-10-05,2025
BOR,Kick Sauber,17.0,0.0,300.0,-1.0,-0.06882270322100341,0.9147538227849559,Singapore Grand Prix,2025-10-05,2025
OCO,Haas F1 Team,18.0,0.0,304.0,0.0,-0.01137651620505322,1.008752241914744,Singapore Grand Prix,2025-10-05,2025
GAS,Alpine,19.0,0.0,305.0,0.0,0.21748910695364035,1.3350516991945127,Singapore Grand Prix,2025-10-05,2025
HUL,Kick Sauber,20.0,0.0,304.0,0.0,0.06706902446803192,1.060320832991925,Singapore Grand Prix,2025-10-05,2025
VER,Red Bull Racing,1.0,25.0,321.0,0.0,-0.0009027668775844092,0.28774700612922377,United States Grand Prix,2025-10-19,2025
NOR,McLaren,2.0,18.0,334.0,-1.0,-0.014997338778804693,0.4695212476172656,United States Grand Prix,2025-10-19,2025
LEC,Ferrari,3.0,15.0,330.0,1.0,0.007892370450340412,0.5510310692291012,United States Grand Prix,2025-10-19,2025
HAM,Ferrari,4.0,12.0,330.0,1.0,0.03151323610465813,0.7069879828242964,United States Grand Prix,2025-10-19,2025
PIA,McLaren,5.0,10.0,328.0,1.0,-0.011494530493523029,0.2876733341093116,United States Grand Prix,2025-10-19,2025
RUS,Mercedes,6.0,8.0,319.0,-2.0,0.000445017790076027,0.2916844126883621,United States Grand Prix,2025-10-19,2025
TSU,Red Bull Racing,7.0,6.0,329.0,3.0,-0.013142200708341581,0.35796882631668947,United States Grand Prix,2025-10-19,2025
HUL,Kick Sauber,8.0,4.0,335.0,0.0,-0.034133280845175626,0.5342737535339225,United States Grand Prix,2025-10-19,2025
BEA,Haas F1 Team,9.0,2.0,334.0,0.0,-0.014305526441056735,0.43902416462303306,United States Grand Prix,2025-10-19,2025
ALO,Aston Martin,10.0,1.0,319.0,-2.0,-0.03904932916523239,0.4675625836200207,United States Grand Prix,2025-10-19,2025
LAW,Racing Bulls,11.0,0.0,335.0,-1.0,-0.0321340792324419,0.3756198382789432,United States Grand Prix,2025-10-19,2025
STR,Aston Martin,12.0,0.0,335.0,1.0,-0.0331026485451537,0.48451266570402207,United States Grand Prix,2025-10-19,2025
ANT,Mercedes,13.0,0.0,336.0,0.0,0.003103848364968875,0.5945279724772312,United States Grand Prix,2025-10-19,2025
ALB,Williams,14.0,0.0,337.0,-2.0,-0.04825016727866246,0.4977951521626891,United States Grand Prix,2025-10-19,2025
OCO,Haas F1 Team,15.0,0.0,338.0,2.0,-0.021768939080432953,0.5674646533355605,United States Grand Prix,2025-10-19,2025
HAD,Racing Bulls,16.0,0.0,333.0,1.0,-0.031495625810484776,0.6962450245891945,United States Grand Prix,2025-10-19,2025
COL,Alpine,17.0,0.0,338.0,-2.0,0.007175793712629537,0.5886737409052368,United States Grand Prix,2025-10-19,2025
BOR,Kick Sauber,18.0,0.0,335.0,0.0,0.03145826911546304,0.6548884516169696,United States Grand Prix,2025-10-19,2025
GAS,Alpine,19.0,0.0,328.0,0.0,0.02292223504783405,0.6464102657340893,United States Grand Prix,2025-10-19,2025
SAI,Williams,20.0,0.0,339.0,0.0,-0.1242999999999995,0.4110363933603318,United States Grand Prix,2025-10-19,2025
NOR,McLaren,1.0,25.0,340.0,0.0,0.0050615559028206625,0.4155995872132304,Mexico City Grand Prix,2025-10-26,2025
LEC,Ferrari,2.0,18.0,329.0,0.0,0.0014279184371507334,0.5101999567470776,Mexico City Grand Prix,2025-10-26,2025
VER,Red Bull Racing,3.0,15.0,353.0,1.0,-0.0024420066476484835,0.48796326157441916,Mexico City Grand Prix,2025-10-26,2025
BEA,Haas F1 Team,4.0,12.0,348.0,3.0,0.009418758437663753,0.2637333560603823,Mexico City Grand Prix,2025-10-26,2025
PIA,McLaren,5.0,10.0,363.0,-2.0,0.010039706116018347,0.44875411631374745,Mexico City Grand Prix,2025-10-26,2025
ANT,Mercedes,6.0,8.0,355.0,-1.0,0.012084520194223949,0.31996778427625316,Mexico City Grand Prix,2025-10-26,2025
RUS,Mercedes,7.0,6.0,354.0,-1.0,0.017082968836222814,0.776158535048893,Mexico City Grand Prix,2025-10-26,2025
HAM,Ferrari,8.0,4.0,353.0,0.0,0.009054829175365821,0.6877305552683645,Mexico City Grand Prix,2025-10-26,2025
OCO,Haas F1 Team,9.0,2.0,354.0,1.0,0.0001325844230795261,0.5690873146061678,Mexico City Grand Prix,2025-10-26,2025
BOR,Kick Sauber,10.0,1.0,354.0,3.0,0.016958906617731008,0.5084282411545605,Mexico City Grand Prix,2025-10-26,2025
TSU,Red Bull Racing,11.0,0.0,354.0,2.0,0.017204473386496468,0.47667406618833014,Mexico City Grand Prix,2025-10-26,2025
ALB,Williams,12.0,0.0,356.0,-1.0,0.024263663781154982,0.8118356946616482,Mexico City Grand Prix,2025-10-26,2025
HAD,Racing Bulls,13.0,0.0,350.0,-3.0,0.03325489999787262,0.6785118996675945,Mexico City Grand Prix,2025-10-26,2025
STR,Aston Martin,14.0,0.0,354.0,0.0,0.013666128714101486,0.4652446730207041,Mexico City Grand Prix,2025-10-26,2025
GAS,Alpine,15.0,0.0,340.0,3.0,-0.006108368566970327,0.6253333422884024,Mexico City Grand Prix,2025-10-26,2025
COL,Alpine,16.0,0.0,346.0,0.0,0.009110887169475165,0.3126045349607085,Mexico City Grand Prix,2025-10-26,2025
SAI,Williams,17.0,0.0,355.0,0.0,0.04573953356196998,0.40274539921676555,Mexico City Grand Prix,2025-10-26,2025
ALO,Aston Martin,18.0,0.0,352.0,-2.0,0.029085719105456084,0.630785743082733,Mexico City Grand Prix,2025-10-26,2025
HUL,Kick Sauber,19.0,0.0,349.0,-4.0,-0.03031933385667823,0.9623024126195109,Mexico City Grand Prix,2025-10-26,2025
LAW,Racing Bulls,20.0,0.0,328.0,1.0,,,Mexico City Grand Prix,2025-10-26,2025
VER,Red Bull Racing,1.0,26.0,314.0,0.0,0.041942089674275325,0.4636900849393231,Bahrain Grand Prix,2024-03-02,2024
PER,Red Bull Racing,2.0,18.0,320.0,1.0,0.05904947080182929,0.3889768798775908,Bahrain Grand Prix,2024-03-02,2024
SAI,Ferrari,3.0,15.0,332.0,-1.0,0.029514059859362368,0.32255520765194245,Bahrain Grand Prix,2024-03-02,2024
LEC,Ferrari,4.0,12.0,320.0,0.0,0.06362976347324163,0.4130665473551664,Bahrain Grand Prix,2024-03-02,2024
RUS,Mercedes,5.0,10.0,323.0,0.0,0.07339651186790483,0.4920773387692306,Bahrain Grand Prix,2024-03-02,2024
NOR,McLaren,6.0,8.0,318.0,0.0,0.04356145515019486,0.30556449842356354,Bahrain Grand Prix,2024-03-02,2024
HAM,Mercedes,7.0,6.0,320.0,0.0,0.014660661684386725,0.30001622724373095,Bahrain Grand Prix,2024-03-02,2024
PIA,McLaren,8.0,4.0,325.0,0.0,0.029911933857338785,0.2937055810442974,Bahrain Grand Prix,2024-03-02,2024
ALO,Aston Martin,9.0,2.0,324.0,0.0,0.022203285166583184,0.4005639920658681,Bahrain Grand Prix,2024-03-02,2024
STR,Aston Martin,10.0,1.0,326.0,-7.0,0.085170455423549,0.4211979801763252,Bahrain Grand Prix,2024-03-02,2024
ZHO,Kick Sauber,11.0,0.0,322.0,4.0,0.08343326988915224,0.50577163904304,Bahrain Grand Prix,2024-03-02,2024
MAG,Haas F1 Team,12.0,0.0,331.0,3.0,0.07059084404027222,0.5055439207231541,Bahrain Grand Prix,2024-03-02,2024
RIC,RB,13.0,0.0,326.0,0.0,0.06074216835795785,0.5040355966086064,Bahrain Grand Prix,2024-03-02,2024
TSU,RB,14.0,0.0,326.0,1.0,0.03445621489961947,0.40278579111247526,Bahrain Grand Prix,2024-03-02,2024
ALB,Williams,15.0,0.0,330.0,2.0,0.039200077899564416,0.3469433591064203,Bahrain Grand Prix,2024-03-02,2024
HUL,Haas F1 Team,16.0,0.0,332.0,-10.0,0.04374619410329358,0.4554503751656869,Bahrain Grand Prix,2024-03-02,2024
